origen,producto_insumo_codigo,producto_insumo,producto_destino_codigo,producto_destino,valor_millones_quetzales
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P050,Pan y otros productos de panadería y repostería n.c.p.,6.58186679215893
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P051,"Tortillas de maíz, incluso tostadas, horneadas o fritas",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P052,"Azúcar de caña sin refinar y refinada, melaza y los demás azúcares n.c.p.",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P053,Productos alimenticios n.c.p.,3.87634915239046
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P054,Preparados para alimentación animal,47.9683787328151
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P055,"Aguardientes, licores, vinos, demás bebidas espirituosas y productos del tabaco",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P056,Malta y cerveza de malta,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P057,Bebidas no alcohólicas,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P058,Aguas minerales y otras aguas embotelladas,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P059,"Hilados, tejidos, telas y otros productos textiles excepto prendas de vestir",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P060,"Prendas de vestir, adobo y teñido de pieles",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P061,Cuero de piel curtida o adobada y cuero artificial o regenerado y artículos de cuero,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P062,"Calzado y sus partes, de cualquier material y de cualquier uso",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P063,"Madera aserrada y acepillada, productos de madera, corcho, paja y materiales trenzables",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P064,Pasta de papel y papel,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P065,Envases de papel y cartón,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P066,Productos de la edición,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P067,Productos de la impresión,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P068,"Gasolinas, diésel oil y fuel oils",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P069,"Aceites, grasas lubricantes y otros aceites preparados",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P070,"Gases de petróleo, otros productos de la refinación de petróleo n.c.p.",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P071,"Abonos, fertilizantes y pesticidas",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P072,"Pinturas, barnices, tintas y productos relacionados",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P073,"Jabón, preparados de limpieza, perfumes y preparados de toilet",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P074,Otros productos químicos,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P075,Productos farmacéuticos,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P076,Productos de caucho y plástico,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P077,Vidrio y productos de vidrio,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P078,Productos de cerámica y arcilla,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P079,"Cemento, cal y yeso",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P080,"Artículos de hormigón, cemento y yeso",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P081,Piedras talladas para construcción y otros productos minerales no metálicos n.c.p.,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P082,"Métales básicos de hierro y acero, productos primarios de metales preciosos y otros metales no ferrosos",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P083,Productos metálicos estructurales y sus partes de hierro o de acero,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P084,Otros productos elaborados de metal,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P085,"Maquinaria para usos generales y especiales, sus partes y piezas, excepto electrodomésticos",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P086,Electrodomésticos y sus partes,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P089,"Equipo y aparatos de radio, televisión y comunicaciones",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P091,Equipo de transporte,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P092,Muebles,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P093,Otros artículos n.c.p.,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P094,Residuos y desechos,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P096,Agua natural y distribución de agua natural,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P098,Edificaciones residenciales,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P099,Edificaciones no residenciales,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P100,Obras de ingeniería civil,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P101,Servicios generales y especializados de construcción,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P102,Servicios de comercio,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P103,Mantenimiento y reparación de vehículos automotores y motocicletas,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P104,Servicio de transporte de pasajeros por vía terrestre,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P105,Servicio de transporte de carga por vía terrestre,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P106,Otros tipos de transporte,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P107,Servicios de almacenamiento y depósito,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P108,Otros servicios de apoyo al transporte,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P109,Servicios postales y de mensajería,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P110,Servicio de alojamiento,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P111,Servicio de suministro de comidas y bebidas,9.02596640650324
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P112,"Servicios de información, telecomunicaciones y radiodifusión",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P113,Servicios de banco central,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P114,Otros servicios financieros y servicios de banca de inversión,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P115,Servicios de Intermediación Financiera Medidos Indirectamente (SIFMI),0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P116,"Servicios de seguro, reaseguro y fondos de pensiones",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P117,Servicios auxiliares de la intermediación financiera,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P118,Servicios de alquiler de vivienda,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P120,"Servicios jurídicos, de contabilidad, auditoría, teneduría de libros y consultoría fiscal",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P121,Servicios de tecnología de la información,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P122,"Servicios de arquitectura e ingeniería, ensayos y análisis técnicos",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P123,"Otros servicios profesionales, científicos y técnicos",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P124,Servicios de publicidad y estudios de mercado,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P125,Servicios de arrendamiento o alquiler sin operador,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P126,Servicios  de agencias de empleo y de dotación de recursos humanos,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P129,Servicios de limpieza,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P130,Servicios telefónicos de centros de llamadas,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P133,Servicios de reparación de otros bienes,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P136,Servicios de manufactura,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P137,Servicios públicos del gobierno general,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P139,Otros servicios administrativos,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P142,Servicios de enseñanza,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P143,Servicios de hospitalización,0.000914656375197386
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P144,Servicios médicos y dentales,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P145,Otros servicios de atención de la salud humana,0.000863684119703554
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P146,"Servicios audiovisuales, recreativos, culturales y deportivos",0.00988657163864926
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P147,Servicios de asociaciones que sirven a las empresas,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P148,Servicios de asociaciones que sirven a los hogares,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P149,Otros servicios,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P150,Servicios domésticos,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P151,Compras directas en el exterior por residentes,0
domestico,P003,Leguminosas (legumbres secas) y semillas oleaginosas,P152,Compras directas en el territorio nacional por no residentes,0
domestico,P004,Arroz,P001,Maíz,0
domestico,P004,Arroz,P002,Frijoles,0
domestico,P004,Arroz,P003,Leguminosas (legumbres secas) y semillas oleaginosas,0
domestico,P004,Arroz,P004,Arroz,2.68618243241268
domestico,P004,Arroz,P005,Otros cereales,0
domestico,P004,Arroz,P006,Hortalizas,0
domestico,P004,Arroz,P007,Sandías y melones,0
domestico,P004,Arroz,P008,Ejotes y arvejas,0
domestico,P004,Arroz,P009,Raíces y tubérculos,0
domestico,P004,Arroz,P010,Caña de azúcar y otras plantas azucareras,0
domestico,P004,Arroz,P011,Tabaco y otras plantas no perennes,0
domestico,P004,Arroz,P012,"Bananos, plátanos y otros",0
domestico,P004,Arroz,P013,Frutas tropicales y subtropicales,0
domestico,P004,Arroz,P014,"Berries, otras frutas y semillas de frutas",0
domestico,P004,Arroz,P015,Palma africana,0
domestico,P004,Arroz,P016,Café en grano,0
domestico,P004,Arroz,P017,Cardamomo,0
domestico,P004,Arroz,P018,Caucho natural,0
domestico,P004,Arroz,P019,Propagación de plantas,0.162639464378235
domestico,P004,Arroz,P020,"Otros frutos oleaginosos, otras plantas bebestibles y especias aromáticas",0
domestico,P004,Arroz,P021,Ganado bovino,0
domestico,P004,Arroz,P022,Ganado porcino y otro tipo de animales vivos n.c.p.,0
domestico,P004,Arroz,P023,Aves de corral,0
domestico,P004,Arroz,P024,Leche cruda,0
domestico,P004,Arroz,P025,Huevos,0
domestico,P004,Arroz,P026,Otros productos de animales vivos,0
domestico,P004,Arroz,P027,Troncos de madera y leña,0
domestico,P004,Arroz,P028,Productos forestales no madereros,0
domestico,P004,Arroz,P029,"Peces vivos, frescos o refrigerados",0
domestico,P004,Arroz,P030,Crustáceos sin congelar y otros productos de la pesca,0
domestico,P004,Arroz,P031,Petróleo crudo y gas natural,0
domestico,P004,Arroz,P032,Minerales metálicos,0
domestico,P004,Arroz,P033,Minerales no metálicos,0
domestico,P004,Arroz,P034,Carne y despojos comestibles de ganado bovino; cueros y pieles de bovino y de otros animales,0
domestico,P004,Arroz,P035,Carne y despojos comestibles de ganado porcino,0
domestico,P004,Arroz,P036,Carne y despojos comestibles de aves,0
domestico,P004,Arroz,P037,Carne y despojos de otros animales y conservas y preparados de carne,0
domestico,P004,Arroz,P038,"Pescado congelado, preparado o en conserva y sus productos",0
domestico,P004,Arroz,P039,"Crustáceos, moluscos y demás invertebrados acuáticos congelados, preparados o en conserva y sus productos",0
domestico,P004,Arroz,P040,"Vegetales preparados o en conserva, legumbres y papas",0
domestico,P004,Arroz,P041,Preparaciones y conservas de frutas y nueces,0
domestico,P004,Arroz,P042,Jugos de frutas,0
domestico,P004,Arroz,P043,Aceites de origen vegetal,0
domestico,P004,Arroz,P044,"Margarina, grasas y otros aceites de origen animal y vegetal",0
domestico,P004,Arroz,P045,Leche líquida y crema procesada,0
domestico,P004,Arroz,P046,Otros productos lácteos n.c.p.,0
